Call_ID,Speaker,Dialogue,Intents,Ents
13,0,okay,['ACCEPT_POS'],
13,0,we and card services we do not provide those the social security so some of these offices are not up up to that level of being able to answer those questions and help those people to get those okay,"['EFFECT', 'CAUSE', 'NEGATE_DIRECT', 'INFO_DIRECT', 'CARD', 'ACCEPT_POS', 'SSN']",
13,0,i see they are not there is not every office is not,"['NEGATE_DIRECT', 'CLEAR_DIRECT']",
13,0,you know using that yet so the,"['REPEAT_DIRECT', 'EFFECT']",
13,2,center of your texas is using the card yet,"['CARD', 'EFFECT']","(Texas, GPE)"
13,0,well maybe in that office but that is you know how that it will get there it will get there when when as we keep going forward,"['CONDITION_DIRECT', 'REPEAT_DIRECT', 'EFFECT', 'CAUSE', 'GUESS_DIRECT']",
13,2,now huh yeah,"['CAUSE', 'ACCEPT_POS', 'HESITATE_DIRECT']",
13,0,so but we yeah we do not provide the routing numbers or account numbers in the card services here in omaha nebraska,"['CONDITION_DIRECT', 'ALTERNATIVE_DIRECT', 'ROUTING_NO', 'EFFECT', 'NEGATE_DIRECT', 'ACCOUNT', 'CARD', 'ACCEPT_POS']","(Omaha Nebraska, GPE)"
13,2,but that is the what the lady and social security number for customer service told me,"['CONDITION_DIRECT', 'EFFECT', 'ADDRESS_FORMAL', 'CAUSE', 'SSN']",
13,2,exactly what you are telling me that that you guys need to update my account so let me i guess i do not know because i have been there in person and does not do any good this is my second checking as paper checks so that is why i want the direct right,"['HOLD_DIRECT', 'ALTERNATIVE_DIRECT', 'EFFECT', 'OFFER_DIRECT', 'CAUSE', 'ACK_POS', 'DESIRE_DIRECT', 'AGREE_DIRECT', 'INTRODUCE_SELF', 'NEGATE_DIRECT', 'ACCOUNT', 'ACCEPT_POS', 'INTRODUCE_COMPANY']","(second, ORDINAL)"
13,0,mhm,['ACCEPT_POS'],
13,2,so i am gonna,"['INTRODUCE_SELF', 'EFFECT']",
13,0,yeah you do not have to have a routing number to have the card the p,"['ROUTING_NO', 'CARD', 'ACCEPT_POS', 'NEGATE_DIRECT']",
13,2,the p yeah the re,['ACCEPT_POS'],
13,0,so you probably know that okay so it is just as soon as you get your card you will probably be a more comfortable so that you can use it like you had thought you were going to,"['EFFECT', 'CARD', 'ACCEPT_POS', 'INTRODUCE_SELF']",
13,2,well i do have the card and it is activated and i have a account number can i give it to you,"['EFFECT', 'OFFER_DIRECT', 'VERIFY_DETAIL', 'INTRODUCE_SELF', 'ACCOUNT', 'CARD', 'NUMBER']",
13,2,so you can bring it up sure,"['EFFECT', 'ACCEPT_POS']",
13,2,uh-huh you are ready,['HESITATE_DIRECT'],
13,0,yes,['ACCEPT_POS'],
13,2,it is the number is,"['INTRODUCE_SELF', 'NUMBER']",
13,2,zero zero zero,[],
13,2,and it is good to thirtieth of the fax number if you need is,"['CONDITION_DIRECT', 'ACK_POS', 'INTRODUCE_SELF', 'ACCEPT_POS', 'NUMBER']","(April thirtieth, DATE)"
13,0,okay so heres your card today and,"['EFFECT', 'CARD', 'ACCEPT_POS']","(today, DATE)"
13,0,like i said we you know i see you have your card in its all entered in and everything,"['VERIFY_DETAIL', 'REPEAT_DIRECT', 'CARD', 'CLEAR_DIRECT']",
13,2,mhm,['ACCEPT_POS'],
13,0,is that just the only question that you have today is about the routing number and account number yeah if you have additional,"['CONDITION_DIRECT', 'ROUTING_NO', 'ACCOUNT', 'INFO_DIRECT', 'ACCEPT_POS', 'NUMBER']","(today, DATE)"
13,2,questions no no no that was the only question because i am back in court they keep sending me paper checks,"['ACCEPT_NEG', 'CAUSE', 'INTRODUCE_SELF', 'NEGATE_DIRECT', 'INFO_DIRECT']",
13,0,yeah they are not they are not supposed to do that but i guess they had to for some reason,"['CONDITION_DIRECT', 'EFFECT', 'CAUSE', 'NEGATE_DIRECT', 'ACCEPT_POS']",
13,0,mhm,['ACCEPT_POS'],
13,0,so,['EFFECT'],
13,0,yeah i am,"['INTRODUCE_SELF', 'ACCEPT_POS']",
13,0,you know we do not do those we do not do the routing numbers,"['ROUTING_NO', 'NEGATE_DIRECT', 'REPEAT_DIRECT']",
13,2,they have to call of course,['ACCEPT_POS'],
13,0,yeah if they get the,"['CONDITION_DIRECT', 'ACCEPT_POS']",
13,0,if they get that information you know if they get the card numbers and just second here i will bring this up here for you,"['CONDITION_DIRECT', 'REPEAT_DIRECT', 'HOLD_DIRECT', 'CAUSE', 'CARD']","(second, ORDINAL)"
13,2,maybe i have to go in person on the car,"['GUESS_DIRECT', 'OBLIGATION_DIRECT']",
13,0,so we have we have directions to,['EFFECT'],
13,2,how to,['INFO_DIRECT'],
13,0,go card to card transfer,['CARD'],
13,2,mhm,['ACCEPT_POS'],
13,0,but the individual has to actually get the routing number and the account number because that is that is the account number that you are sending it to so you would be the only that would really know that and then your,"['CONDITION_DIRECT', 'ROUTING_NO', 'EFFECT', 'CAUSE', 'ACCOUNT', 'NUMBER']",
13,0,part of it starts with you and they are they are sending information which is your money to another carter another business,"['CAUSE', 'VERIFY_DETAIL']","(Carter, PERSON)"
13,0,so we have these in we have steps that sheet that people can follow through to get to the point where that that transaction is completed,"['CAUSE', 'EFFECT']",
13,0,but each each individual person has to get their own routing number and account number,"['CONDITION_DIRECT', 'ALTERNATIVE_DIRECT', 'ROUTING_NO', 'EFFECT', 'ACCOUNT', 'NUMBER']",
13,2,do you have a routing number from me so i can go give it just for security,"['ROUTING_NO', 'EFFECT', 'CAUSE', 'VERIFY_DETAIL', 'INTRODUCE_COMPANY']",
13,0,madam no we do not have any routing numbers engine cut card services,"['ROUTING_NO', 'ALTERNATIVE_DIRECT', 'ACCEPT_NEG', 'NEGATE_DIRECT', 'CARD']",
13,2,mhm,['ACCEPT_POS'],
13,0,we do not have that,['NEGATE_DIRECT'],
13,0,you have to get up yet you have to get the routing number and you have to get the account number the social security office is there to support that and help you but if if they are not,"['CONDITION_DIRECT', 'NUMBER', 'ROUTING_NO', 'EFFECT', 'NEGATE_DIRECT', 'ACCOUNT', 'SSN']",
13,0,able to do that at this time you can still go forward for yourself by getting out a routing number an account number,"['ROUTING_NO', 'CAUSE', 'ACCOUNT', 'ACCEPT_POS', 'NUMBER']",
13,2,from where,['INTRODUCE_COMPANY'],
13,0,do you from the do you have a checking account that you could use or anything,"['ACCOUNT', 'VERIFY_DETAIL', 'ALTERNATIVE_DIRECT', 'INTRODUCE_COMPANY']",
13,2,no no they told me this was a program for the social security people even if i did not have a a,"['CONDITION_DIRECT', 'ACCEPT_NEG', 'CAUSE', 'NEGATE_DIRECT', 'SSN']",
13,2,recall that bank accounts direct deposit,[],
13,2,okay well then let me let me see what i can do but i you know i would like to have the checks in there but you are telling me you do not request you do not send that to them they have to request it right,"['CONDITION_DIRECT', 'REPEAT_DIRECT', 'EFFECT', 'OFFER_DIRECT', 'DESIRE_DIRECT', 'PREFERENCE_POS', 'NEGATE_DIRECT', 'ACCEPT_POS']",
13,0,yes,['ACCEPT_POS'],
13,2,okay well then i would probably have to go in person again okay thank you,"['CONDITION_DIRECT', 'EFFECT', 'INIT_DIRECT_MID', 'ACCEPT_POS', 'THANK_DIRECT']",
13,0,you are welcome bye bye,"['BYE_FORMAL', 'THANK_RESPONSE', 'INTRODUCE_COMPANY']",
14,0,for calling direct express card services this is lily how i help you,"['CAUSE', 'OFFER_HELP', 'INTRODUCE_SELF', 'CARD', 'INTRODUCE_COMPANY']",
14,2,yes my name is peter they,"['INTRODUCE_SELF', 'ACCEPT_POS', 'NAME']","(Peter, PERSON)"
14,0,i am sorry i did not get your name,"['VERIFY_DETAIL', 'NAME', 'REFUSE_DIRECT', 'PARDON_DIRECT', 'INTRODUCE_SELF', 'NEGATE_DIRECT', 'UNCLEAR']",
14,2,my name is peter lane it i am spent in deposit is currently,"['INTRODUCE_SELF', 'NAME']","(Peter, PERSON)"
14,0,okay did you say p,['ACCEPT_POS'],
14,2,yes,['ACCEPT_POS'],
14,0,l a n e,[],
14,2,l a n me,[],
14,0,okay,['ACCEPT_POS'],
14,0,and you are expecting a deposit,[],
14,2,yeah,['ACCEPT_POS'],
14,0,okay it winds my computer,['ACCEPT_POS'],
14,0,name is do not configure,"['INTRODUCE_SELF', 'NEGATE_DIRECT', 'NAME']",
14,0,can i put you on a brief hold just second i need to log into my computer i am sorry i have been having technical,"['HOLD_DIRECT', 'OFFER_DIRECT', 'VERIFY_DETAIL', 'REFUSE_DIRECT', 'PARDON_DIRECT', 'INTRODUCE_SELF', 'NEGATE_DIRECT']","(second, ORDINAL)"
14,0,okay thank you i will be right back thank you,"['THANK_DIRECT', 'ACCEPT_POS']",
14,0,i am sorry i did not mean to push the button for thank you so much,"['EFFECT', 'CAUSE', 'REFUSE_DIRECT', 'PARDON_DIRECT', 'INTRODUCE_SELF', 'NEGATE_DIRECT', 'THANK_DIRECT']",
14,2,we all right,['ACCEPT_POS'],
14,0,out right,['ACCEPT_POS'],
14,0,thank you for your patience i do apologize and mister lane what is the last numbers of your direct express card please,"['ADMIT_MISTAKE', 'ADDRESS_FORMAL', 'CAUSE', 'VERIFY_DETAIL', 'CARD', 'THANK_DIRECT']",
14,0,thank you and the last of your social,['THANK_DIRECT'],
14,2,both of those,['ALTERNATIVE_DIRECT'],
14,2,zero,[],"(Zero, CARDINAL)"
14,0,thank you kay and you said you wanted the balance of your car,['THANK_DIRECT'],"(Kay, PERSON)"
14,2,yes,['ACCEPT_POS'],
14,0,you were asking about your deposit,[],
14,0,let us see what i can say anything sometimes we can see if they are going to put something like or days before,"['SUGGEST_DIRECT', 'CONDITION_DIRECT', 'ALTERNATIVE_DIRECT']","(Lets, PERSON),(days, DATE)"
14,0,nope the last thing we have was for nineteenth and dollars you would have to reach out to your benefits provider they are the ones who load the car with the money and that is the social security administration in your case i would you like their phone number,"['OFFER_DIRECT', 'CAUSE', 'NEGATE_DIRECT', 'PHONE', 'SSN']","(June nineteenth, DATE),(the Social Security Administration, ORG)"
14,0,yeah,['ACCEPT_POS'],
14,0,oh you are fine,"['ACCEPT_POS', 'HESITATE_DIRECT', 'NEGATE_DIRECT']",
14,2,i have never seen,"['ACK_NEG', 'NEGATE_DIRECT']",
14,2,it is right on the webster,"['INTRODUCE_SELF', 'ACCEPT_POS']",
14,0,it is,['INTRODUCE_SELF'],
14,2,okay,['ACCEPT_POS'],
14,0,okay you are welcome in mr line i am sorry to hold you can you verify your cell phone number please,"['HOLD_DIRECT', 'ADDRESS_FORMAL', 'VERIFY_DETAIL', 'REFUSE_DIRECT', 'PARDON_DIRECT', 'INTRODUCE_SELF', 'NEGATE_DIRECT', 'PHONE', 'ACCEPT_POS', 'INTRODUCE_COMPANY']",
14,2,no,"['ACCEPT_NEG', 'NEGATE_DIRECT']",
14,0,yes okay is it the number you are calling from,"['INTRODUCE_COMPANY', 'ACCEPT_POS', 'NUMBER']",
14,2,yes,['ACCEPT_POS'],
14,0,okay,['ACCEPT_POS'],
14,2,right,['ACCEPT_POS'],
14,0,okay and do you have an email address you would like to add,"['VERIFY_DETAIL', 'ACCEPT_POS', 'EMAIL', 'ADDRESS']",
14,0,you are fine and your date of birth please,"['DOB', 'VERIFY_DETAIL', 'ACCEPT_POS']",
14,0,all right and the last question i am sorry to hold you i am just looking to see if your,"['CONDITION_DIRECT', 'HOLD_DIRECT', 'REFUSE_DIRECT', 'PARDON_DIRECT', 'INTRODUCE_SELF', 'NEGATE_DIRECT', 'INFO_DIRECT', 'ACCEPT_POS']",
14,0,set up for,['CAUSE'],
14,0,alerts and you are set up for a large okay is there anything else i can assist you with or try,"['OFFER_DIRECT', 'ALTERNATIVE_DIRECT', 'ACCEPT_POS', 'CAUSE']",
14,2,that is needed to call if you are seeing,"['CAUSE', 'CONDITION_DIRECT']",
14,0,okay,['ACCEPT_POS'],
14,0,okay well thank you for calling direct express card services thank you for your patience with me on my cell computer and mister lane you have a wonderful day sir okay,"['EFFECT', 'ADDRESS_FORMAL', 'PHONE', 'CAUSE', 'BYE_FORMAL', 'CARD', 'ACCEPT_POS', 'INTRODUCE_COMPANY', 'THANK_DIRECT']",
14,2,you too all right,"['EFFECT', 'ACCEPT_POS']",
14,0,okay thank you so much bye bye,"['EFFECT', 'BYE_FORMAL', 'ACCEPT_POS', 'THANK_DIRECT']",
15,0,thank you for calling direct express card services this is laurie how i help you,"['CAUSE', 'OFFER_HELP', 'INTRODUCE_SELF', 'CARD', 'INTRODUCE_COMPANY', 'THANK_DIRECT']","(Laurie, PERSON)"
15,1,oh my god email alert my phone,"['SWEAR_DIRECT', 'EMAIL', 'HESITATE_DIRECT', 'NEGATE_DIRECT', 'EXCLAIM_SHOCK', 'PHONE']",
15,0,okay what is your first name,"['VERIFY_DETAIL', 'INTRODUCE_SELF', 'ACCEPT_POS', 'NAME']","(first, ORDINAL)"
15,1,zero first name is emmett,"['INTRODUCE_SELF', 'NAME']","(Zero, CARDINAL),(Emmett, PERSON)"
15,0,okay,['ACCEPT_POS'],
15,0,hi today okay and you said whitfield,"['ACCEPT_POS', 'GREET_FORMAL']","(today, DATE),(Whitfield, PERSON)"
15,1,thank you,['THANK_DIRECT'],
15,0,w h i t f i e l d,[],
15,1,yes,['ACCEPT_POS'],
15,0,thank you,['THANK_DIRECT'],
15,0,well thank you can i put you on a brief all i am sorry my computer i just have to log in just take a couple seconds okay,"['EFFECT', 'OFFER_DIRECT', 'VERIFY_DETAIL', 'REFUSE_DIRECT', 'PARDON_DIRECT', 'INTRODUCE_SELF', 'NEGATE_DIRECT', 'ACCEPT_POS', 'THANK_DIRECT']",
15,1,thank you,['THANK_DIRECT'],
15,0,i am not gonna keep you on hold just second let me try it again i do apologize for that,"['HOLD_DIRECT', 'ADMIT_MISTAKE', 'OFFER_DIRECT', 'CAUSE', 'INIT_DIRECT_MID', 'INTRODUCE_SELF', 'NEGATE_DIRECT']","(second, ORDINAL)"
15,0,is a n n e t t e,[],
15,1,yes,['ACCEPT_POS'],
15,1,are you my middle initial is j,['NAME'],
15,0,okay,['ACCEPT_POS'],
15,0,okay and what is the last of your card number please,"['VERIFY_DETAIL', 'CARD', 'ACCEPT_POS']",
15,1,no,"['ACCEPT_NEG', 'NEGATE_DIRECT']",
15,0,okay thank you,"['THANK_DIRECT', 'ACCEPT_POS']",
15,0,and what is the last of your social,['VERIFY_DETAIL'],
15,1,no,"['ACCEPT_NEG', 'NEGATE_DIRECT']",
15,0,okay and thank you so much for your patience you want to be set up for a large,"['EFFECT', 'CAUSE', 'ACCEPT_POS', 'THANK_DIRECT']",
15,1,yes,['ACCEPT_POS'],
15,0,okay,['ACCEPT_POS'],
15,0,okay let us see,"['SUGGEST_DIRECT', 'ACCEPT_POS']",
15,0,can you verify your cell phone number,"['PHONE', 'VERIFY_DETAIL']",
15,0,thank you and do you have an email address,"['EMAIL', 'VERIFY_DETAIL', 'ADDRESS', 'THANK_DIRECT']",
15,1,u s,[],
15,0,patch okay let me get into that field moment,"['OFFER_DIRECT', 'ACCEPT_POS']","(Patch, NORP)"
15,0,okay what is your email address,"['VERIFY_DETAIL', 'ACCEPT_POS', 'EMAIL', 'ADDRESS']",
15,1,yes,['ACCEPT_POS'],
15,1,that we feel,[],
15,1,hey,"['HESITATE_DIRECT', 'GREET_FORMAL']",
15,0,thank you,['THANK_DIRECT'],
15,0,that is a net a n n e t t e that would feel w h i t f i e l d at,[],
15,1,yes,['ACCEPT_POS'],
15,0,okay and your date of birth,"['DOB', 'ACCEPT_POS']",
15,0,all right you have a beautiful day i was born in and you day earlier them out if any of those,"['CONDITION_DIRECT', 'ALTERNATIVE_DIRECT', 'ACCEPT_POS']",
15,0,yes but,"['CONDITION_DIRECT', 'ACCEPT_POS', 'EFFECT']",
15,0,i always tell my car holds i always get this going because i i sometimes that is on do not thing anybody today,"['CAUSE', 'NEGATE_DIRECT']","(today, DATE)"
15,1,with me today,[],"(today, DATE)"
15,0,yeah and you you yes the at that,['ACCEPT_POS'],
15,0,because if they do,"['CAUSE', 'CONDITION_DIRECT']",
15,0,i think we are nice,"['GUESS_DIRECT', 'INTRODUCE_COMPANY']",
15,1,well we are very compassionate most most people,"['EFFECT', 'INTRODUCE_COMPANY']",
15,0,we are we are we keep trying but then once we done we are done as it is something that,"['CONDITION_DIRECT', 'INTRODUCE_SELF', 'EFFECT', 'INTRODUCE_COMPANY']",
15,1,we we we do we do it well how i do not know we,"['EFFECT', 'NEGATE_DIRECT']",
15,0,we do oh my goodness and our expression on our face and try try to hide it but it like,"['CONDITION_DIRECT', 'NEGATE_DIRECT', 'HESITATE_DIRECT', 'EFFECT']",
15,0,yeah,['ACCEPT_POS'],
15,1,they had pain very will,[],
15,0,your anger,[],
15,0,or frustrated but i,"['CONDITION_DIRECT', 'ALTERNATIVE_DIRECT', 'EFFECT']",
15,0,lease with genuine,[],
15,1,no no we do not we do not go by,"['ACCEPT_NEG', 'NEGATE_DIRECT']",
15,1,no we do not,"['ACCEPT_NEG', 'NEGATE_DIRECT']",
15,0,we do not because the first thing somebody say maybe like really did something nice are really sensitive but they would be like okay but what did you say to her parts guys you do not bother nobody,"['CONDITION_DIRECT', 'EFFECT', 'CAUSE', 'NEGATE_DIRECT', 'GUESS_DIRECT', 'ACCEPT_POS']",
15,0,yes madam okay and did you want these alerts to go to your email address or your cell phone or both,"['ALTERNATIVE_DIRECT', 'EMAIL', 'PHONE', 'ACCEPT_POS', 'ADDRESS']",
15,1,both,['ALTERNATIVE_DIRECT'],
15,0,okay and i put you on a little brief hold while i set him up only second okay thank you,"['HOLD_DIRECT', 'CAUSE', 'ACCEPT_POS', 'THANK_DIRECT']","(second, ORDINAL)"
15,0,thank you for your patience and i have set up your lotus is there anything else i can assist you with,"['OFFER_DIRECT', 'CAUSE', 'THANK_DIRECT']",
15,1,hello thank you,"['THANK_DIRECT', 'GREET_FORMAL']",
15,1,you,[],
15,0,know you know i do not think anybody,"['OPINION_DIRECT', 'REPEAT_DIRECT', 'NEGATE_DIRECT']",
15,0,because warrant,['CAUSE'],
15,0,i try to hold my thing or i am trying to hold it all right,"['HOLD_DIRECT', 'ALTERNATIVE_DIRECT', 'INTRODUCE_SELF', 'ACCEPT_POS']",
15,0,thank you for calling direct express card services and you have a blessed day miss with bill okay,"['ADDRESS_FORMAL', 'CAUSE', 'CARD', 'ACCEPT_POS', 'INTRODUCE_COMPANY', 'THANK_DIRECT']",
15,0,thank you for talking to you bye bye,"['CAUSE', 'INTRODUCE_SELF', 'BYE_FORMAL', 'THANK_DIRECT']",
16,1,thank you for calling card services my name is andrea how be of assistance today,"['CAUSE', 'NAME', 'INTRODUCE_SELF', 'CARD', 'INTRODUCE_COMPANY', 'THANK_DIRECT']","(Andrea, PERSON),(today, DATE)"
16,2,yes i was transferred to you all of them so i am guessing so more,"['EFFECT', 'INTRODUCE_SELF', 'ACCEPT_POS']",
16,2,but my new court on,"['CONDITION_DIRECT', 'EFFECT']",
16,1,okay do you have that card number available to you,"['VERIFY_DETAIL', 'CARD', 'ACCEPT_POS']",
16,2,yes madam,['ACCEPT_POS'],
16,1,okay can you give me that card number,"['VERIFY_DETAIL', 'CARD', 'ACCEPT_POS']",
16,1,and can you verify the last name on the account,"['ACCOUNT', 'INTRODUCE_SELF', 'NAME']",
16,2,jennifer the v johnson okay and jennifer what,['ACCEPT_POS'],"(Johnson, PERSON),(Jennifer, PERSON)"
16,1,is the last,[],
16,2,zero,[],"(Five zero, CARDINAL)"
16,1,okay and your date of birth,"['DOB', 'ACCEPT_POS']",
16,2,thank you for,"['CAUSE', 'THANK_DIRECT']",
16,1,all right well thank you for that information and before i look into your account i first want to take a minute to share some important information with you it is only take a couple moments we would like to send a warm welcome for you being a part of the direct express program,"['HOLD_DIRECT', 'THANK_RESPONSE', 'EFFECT', 'CAUSE', 'DESIRE_DIRECT', 'PREFERENCE_POS', 'INTRODUCE_SELF', 'ACCOUNT', 'ACCEPT_POS', 'INTRODUCE_COMPANY', 'THANK_DIRECT']","(first, ORDINAL),(a minute, TIME)"
16,1,we have updated our system to provide you better service as always you can use your card anywhere mastercard is accepted this includes purchases setting up automatic bill payments for utilities and smartphone,"['CAUSE', 'EFFECT', 'CARD', 'ACCEPT_POS']","(MasterCard, ORG)"
16,2,well as,['EFFECT'],
16,1,atm withdrawals we also have some new tires that we would like to tell you about we have the direct express cad,"['DESIRE_DIRECT', 'INIT_DIRECT_MID', 'PREFERENCE_POS']",
16,1,this feature which allows you to go to any wal-mart location near you and i,"['CAUSE', 'ALTERNATIVE_DIRECT']",
16,1,access your cash,[],
16,2,out meeting a purchase,[],
16,1,so you just got to the register swipe your card,"['CARD', 'EFFECT']",
16,1,that way and then that will be a dollar people,['CONDITION_DIRECT'],
16,1,but you would not have to make a purchase we also have the cardholder webster which you can enjoy checking your balance,"['CONDITION_DIRECT', 'EFFECT', 'CAUSE', 'INIT_DIRECT_MID', 'NEGATE_DIRECT', 'ACCEPT_POS', 'WISH_DIRECT']",
16,1,since pretty young and,['CAUSE'],
16,2,make,[],
16,1,changes,[],
16,1,for me,['CAUSE'],
16,2,okay so you are you are saying that,"['EFFECT', 'ACCEPT_POS']",
16,2,okay last,['ACCEPT_POS'],
16,2,any wal mart or whatever withdrawal all the bar yeah so the,"['EFFECT', 'ALTERNATIVE_DIRECT', 'ACCEPT_POS']",
16,1,the money there any wal-mart location and go up to any register and your card and take out money that way without having to make a purchase,"['ALTERNATIVE_DIRECT', 'CARD']",
16,2,oh okay but the money has to be on the call,"['CONDITION_DIRECT', 'EFFECT', 'HESITATE_DIRECT', 'NEGATE_DIRECT', 'ACCEPT_POS']",
16,1,yep it has to be on the card,"['CARD', 'ACCEPT_POS']",
16,2,okay that is what i was okay i was trying to make sure that i heard,['ACCEPT_POS'],
16,1,no problem you can also set up notifications on the webster as well and notifications like deposit when they are supposed to post low balance information and transaction activity and also you can change your pen on there as well you can go online to w w w s direct to access the webster please be sure to please click on the cards beginning with also you can perform various activities using our automated system such as card activation pin change bounce enquiring into your transactions also our friendly agents are available to you and we do have a new mobile app coming very soon that way you have access to your information at all times again we are happy to welcome you to the direct express program i believe you will find our new features and benefits convenient and easy to use do you have any other questions for me today,"['CONDITION_DIRECT', 'ALTERNATIVE_DIRECT', 'EFFECT', 'CAUSE', 'VERIFY_DETAIL', 'DESIRE_DIRECT', 'INIT_DIRECT_MID', 'NEGATE_DIRECT', 'PHONE', 'INFO_DIRECT', 'CARD', 'ACCEPT_POS', 'INTRODUCE_COMPANY']","(W W W S, ORG),(today, DATE)"
16,2,although i do not know but my bosses hold on okay so yeah i would happen to know when the first deposit going to be in or do you,"['CONDITION_DIRECT', 'ALTERNATIVE_DIRECT', 'HOLD_DIRECT', 'EFFECT', 'INFO_RESPONSE_NEG', 'NEGATE_DIRECT', 'ACCEPT_POS']","(first, ORDINAL)"
16,1,social security should have gave you information,['SSN'],
16,2,yeah they did they did out of it it is supposed to be under our support team yep,"['INTRODUCE_SELF', 'ACCEPT_POS']",
16,1,e on there on that day it should take around midnight most of the time so just keep an eye out for that i can also,"['CAUSE', 'EFFECT', 'INIT_DIRECT_MID']","(that day, DATE),(around midnight, TIME)"
16,1,set up alerts for you that way to your mobile phone number that we have,"['PHONE', 'CAUSE', 'NUMBER']",
16,2,on here is you received for the last in tomorrow and then it is saying that i will route,"['CAUSE', 'CONDITION_DIRECT', 'INTRODUCE_SELF']","(tomorrow, DATE)"
16,2,after that you will receive on or about so all round the second wednesday of each month,"['HOLD_DIRECT', 'ALTERNATIVE_DIRECT', 'EFFECT', 'DATE', 'INIT_DIRECT_MID']","(second, ORDINAL),(Wednesday, DATE),(each month, DATE)"
16,2,wednesday right right okay and it is let me just say like every other ways so like just like the second wednesday of each month right,"['HOLD_DIRECT', 'ALTERNATIVE_DIRECT', 'EFFECT', 'DATE', 'OFFER_DIRECT', 'INTRODUCE_SELF', 'ACCEPT_POS']","(Wednesday, DATE),(second, ORDINAL),(Wednesday, DATE),(each month, DATE)"
16,1,right yeah it should be honoured that the day that they told you was going to be like i,['ACCEPT_POS'],"(the day, DATE)"
16,2,do not know david you said around about the second wednesday of each month so,"['HOLD_DIRECT', 'ALTERNATIVE_DIRECT', 'EFFECT', 'DATE', 'NEGATE_DIRECT']","(David, PERSON),(second, ORDINAL),(Wednesday, DATE),(each month, DATE)"
16,2,in other ways,['ALTERNATIVE_DIRECT'],
16,2,right,['ACCEPT_POS'],
16,2,yeah reach among other,"['ALTERNATIVE_DIRECT', 'ACCEPT_POS']",
16,2,okay but that is about right okay well other than that everything is good madam are her my car so the mobile number and i need to go now,"['CONDITION_DIRECT', 'ALTERNATIVE_DIRECT', 'EFFECT', 'CAUSE', 'VERIFY_DETAIL', 'ACK_POS', 'PHONE', 'ACCEPT_POS']",
16,1,okay sounds perfect if you have any other questions or any other information on that you would like to let us now go ahead and give us a call like i said we are open so you have that email to you,"['SUGGEST_DIRECT', 'CONDITION_DIRECT', 'ALTERNATIVE_DIRECT', 'COMPLIMENT_DIRECT', 'EMAIL', 'EFFECT', 'REPEAT_DIRECT', 'CAUSE', 'INFO_DIRECT', 'ACCEPT_POS', 'INTRODUCE_COMPANY']",
16,2,all right madam thank you so much,"['EFFECT', 'COMPLIMENT_RESPONSE', 'ACCEPT_POS', 'THANK_DIRECT']",
16,1,for calling direct express you have a great day,"['CAUSE', 'ACK_POS', 'WISH_DIRECT', 'BYE_FORMAL', 'ACCEPT_POS', 'INTRODUCE_COMPANY']",
16,2,you too,['EFFECT'],
16,1,bye bye,['BYE_FORMAL'],
16,2,bye bye,['BYE_FORMAL'],
17,0,you for calling bye record press this my name is stephanie how i help you,"['CAUSE', 'NAME', 'INTRODUCE_SELF', 'BYE_FORMAL', 'OFFER_HELP', 'INTRODUCE_COMPANY']","(Stephanie, PERSON)"
17,1,your call already called today yet,"['CAUSE', 'EFFECT', 'INTRODUCE_COMPANY']","(today, DATE)"
17,0,i would not know that sorry can i have your first and last name please,"['OFFER_DIRECT', 'VERIFY_DETAIL', 'NAME', 'PARDON_DIRECT', 'INTRODUCE_SELF', 'NEGATE_DIRECT']","(first, ORDINAL)"
17,1,wayne leniency,[],"(Wayne, PERSON)"
17,0,mr leslie could you verify the last of your social,['ADDRESS_FORMAL'],
17,1,bacall,[],
17,0,yes,['ACCEPT_POS'],
17,0,and the last of your social security number,['SSN'],
17,1,d,[],
17,0,all writing and could you verify me good telephone number for you,"['CAUSE', 'ACK_POS', 'ACCEPT_POS', 'NUMBER']",
17,1,i do not have a phone call right now number,"['CAUSE', 'NEGATE_DIRECT', 'PHONE', 'ACCEPT_POS', 'NUMBER']",
17,0,okay that is no problem sir so you want to know if whether or not you had a balance on your card,"['CONDITION_DIRECT', 'ALTERNATIVE_DIRECT', 'EFFECT', 'ADDRESS_FORMAL', 'NEGATE_DIRECT', 'CARD', 'ACCEPT_POS']",
17,1,yes madam,['ACCEPT_POS'],
17,0,well looks like you just activated the card so first we would need to go over some additional information with you concerning this cart,"['CAUSE', 'CARD', 'EFFECT']","(first, ORDINAL)"
17,0,and make sure that your update in our system to receive the benefits,['ACCEPT_POS'],
17,1,so we are coming to people but i did not write,"['CONDITION_DIRECT', 'NEGATE_DIRECT', 'INTRODUCE_COMPANY', 'EFFECT']",
17,0,i am sorry,"['REFUSE_DIRECT', 'PARDON_DIRECT', 'INTRODUCE_SELF', 'NEGATE_DIRECT']",
17,1,so it is come arm it is couple if you daddy,"['CONDITION_DIRECT', 'ADDRESS_CASUAL', 'EFFECT', 'INTRODUCE_SELF']",
17,0,i do not know what day you would receive your benefits you would have to contact social security for that but i do not,"['CONDITION_DIRECT', 'EFFECT', 'CAUSE', 'NEGATE_DIRECT', 'SSN']",
17,0,what do you want me to see if anything is pending for you mister i think,"['CONDITION_DIRECT', 'ADDRESS_FORMAL', 'OFFER_DIRECT', 'CAUSE', 'GUESS_DIRECT']",
17,1,yes madam,['ACCEPT_POS'],
