Call_ID,Speaker,Dialogue,Sentences,NounChunks,Co-Reference,Tags,PERSON,ORG,Bye,IntroduceCompany,Thank,Offer,KPI
16,1, Okay sounds perfect if you have any other questions or any other information on that you would like to let us now go ahead and give us a call like I said we are open #  #  #  so you have that email to you.," Okay sounds perfect if you have any other questions or any other information on that you would like to let us now go ahead and give us a call like I said we are open,#  #  #  ,so you have that email to you.","you,any other questions,any other information,you,us,us,a call,I,we,you,that email,you","us: [us, us, we]","[(' ', ' ', 'SPACE', '', ''), ('Okay', 'Okay', 'PROPN', '', 'intj'), ('sounds', 'sound', 'VERB', '', 'ROOT'), ('perfect', 'perfect', 'ADJ', '', 'acomp'), ('if', 'if', 'ADP', '', 'mark'), ('you', '-PRON-', 'PRON', '', 'nsubj'), ('have', 'have', 'VERB', '', 'advcl'), ('any', 'any', 'DET', '', 'det'), ('other', 'other', 'ADJ', '', 'amod'), ('questions', 'question', 'NOUN', '', 'dobj'), ('or', 'or', 'CCONJ', '', 'cc'), ('any', 'any', 'DET', '', 'det'), ('other', 'other', 'ADJ', '', 'amod'), ('information', 'information', 'NOUN', '', 'conj'), ('on', 'on', 'ADP', '', 'prep'), ('that', 'that', 'ADP', '', 'mark'), ('you', '-PRON-', 'PRON', '', 'nsubj'), ('would', 'would', 'VERB', '', 'aux'), ('like', 'like', 'VERB', '', 'ccomp'), ('to', 'to', 'PART', '', 'aux'), ('let', 'let', 'VERB', '', 'xcomp'), ('us', '-PRON-', 'PRON', '', 'nsubj'), ('now', 'now', 'ADV', '', 'advmod'), ('go', 'go', 'VERB', '', 'ccomp'), ('ahead', 'ahead', 'ADV', '', 'advmod'), ('and', 'and', 'CCONJ', '', 'cc'), ('give', 'give', 'VERB', '', 'conj'), ('us', '-PRON-', 'PRON', '', 'dative'), ('a', 'a', 'DET', '', 'det'), ('call', 'call', 'NOUN', '', 'dobj'), ('like', 'like', 'INTJ', '', 'mark'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('said', 'say', 'VERB', '', 'advcl'), ('we', '-PRON-', 'PRON', '', 'nsubj'), ('are', 'be', 'VERB', '', 'ccomp'), ('open', 'open', 'ADJ', '', 'acomp'), ('#', '#', 'SYM', 'MONEY', 'nmod'), (' ', ' ', 'SPACE', 'MONEY', ''), ('#', '#', 'SYM', '', 'nmod'), (' ', ' ', 'SPACE', '', ''), ('#', '#', 'SYM', '', 'ROOT'), (' ', ' ', 'SPACE', '', ''), ('so', 'so', 'ADV', '', 'advmod'), ('you', '-PRON-', 'PRON', '', 'nsubj'), ('have', 'have', 'VERB', '', 'ROOT'), ('that', 'that', 'DET', '', 'det'), ('email', 'email', 'NOUN', '', 'dobj'), ('to', 'to', 'ADP', '', 'dative'), ('you', '-PRON-', 'PRON', '', 'pobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,We are,,,Mastered
16,2, All right madam thank you so much., All right madam thank you so much.," All right madam,you",,"[(' ', ' ', 'SPACE', '', ''), ('All', 'all', 'ADV', '', 'det'), ('right', 'right', 'ADJ', '', 'amod'), ('madam', 'madam', 'NOUN', '', 'nsubj'), ('thank', 'thank', 'VERB', '', 'ROOT'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('so', 'so', 'ADV', '', 'advmod'), ('much', 'much', 'ADV', '', 'advmod'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,Thank you so much,,Mastered
16,1, For calling direct express you have a great day., For calling direct express you have a great day.,"direct express,you,a great day",,"[(' ', ' ', 'SPACE', '', ''), ('For', 'for', 'ADP', '', 'prep'), ('calling', 'call', 'VERB', '', 'pcomp'), ('direct', 'direct', 'ADJ', '', 'amod'), ('express', 'express', 'NOUN', '', 'dobj'), ('you', '-PRON-', 'PRON', '', 'nsubj'), ('have', 'have', 'VERB', '', 'ROOT'), ('a', 'a', 'DET', '', 'det'), ('great', 'great', 'ADJ', '', 'amod'), ('day', 'day', 'NOUN', '', 'dobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,Have a great day,calling,,,Mastered
16,2, You too., You too., You,,"[(' ', ' ', 'SPACE', '', ''), ('You', '-PRON-', 'PRON', '', 'ROOT'), ('too', 'too', 'ADV', '', 'advmod'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
16,1, Bye bye., Bye bye.,,,"[(' ', ' ', 'SPACE', '', ''), ('Bye', 'bye', 'VERB', '', 'ROOT'), ('bye', 'bye', 'INTJ', '', 'advmod'), ('.', '.', 'PUNCT', '', 'punct')]",,,Bye Bye,,,,Mastered
16,2, Bye bye., Bye bye.,,,"[(' ', ' ', 'SPACE', '', ''), ('Bye', 'bye', 'VERB', '', 'ROOT'), ('bye', 'bye', 'INTJ', '', 'advmod'), ('.', '.', 'PUNCT', '', 'punct')]",,,Bye Bye,,,,Mastered
17,1, Number or more., Number or more., Number,,"[(' ', ' ', 'SPACE', '', ''), ('Number', 'Number', 'PROPN', '', 'ROOT'), ('or', 'or', 'CCONJ', '', 'cc'), ('more', 'more', 'ADJ', '', 'conj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
17,0, Okay so when you get a updated telephone number or email address please give us a call back so that we can set you up to receive our alerts which are free to you now we can get you added up with everything okay Sir.," Okay so when you get a updated telephone number or email address please give us a call back so that we can set you up to receive our alerts which are free to you,now we can get you added up with everything okay Sir.","you,a updated telephone number,email address,us,a call,we,you,our alerts,you,we,you,everything,okay Sir","us: [us, we, our, we]","[(' ', ' ', 'SPACE', '', ''), ('Okay', 'okay', 'INTJ', '', 'intj'), ('so', 'so', 'ADV', '', 'advmod'), ('when', 'when', 'ADV', '', 'advmod'), ('you', '-PRON-', 'PRON', '', 'nsubj'), ('get', 'get', 'VERB', '', 'advcl'), ('a', 'a', 'DET', '', 'det'), ('updated', 'updated', 'ADJ', '', 'amod'), ('telephone', 'telephone', 'NOUN', '', 'compound'), ('number', 'number', 'NOUN', '', 'dobj'), ('or', 'or', 'CCONJ', '', 'cc'), ('email', 'email', 'NOUN', '', 'compound'), ('address', 'address', 'NOUN', '', 'conj'), ('please', 'please', 'INTJ', '', 'intj'), ('give', 'give', 'VERB', '', 'ROOT'), ('us', '-PRON-', 'PRON', '', 'dative'), ('a', 'a', 'DET', '', 'det'), ('call', 'call', 'NOUN', '', 'dobj'), ('back', 'back', 'ADV', '', 'advmod'), ('so', 'so', 'ADP', '', 'mark'), ('that', 'that', 'ADP', '', 'mark'), ('we', '-PRON-', 'PRON', '', 'nsubj'), ('can', 'can', 'VERB', '', 'aux'), ('set', 'set', 'VERB', '', 'advcl'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('up', 'up', 'PART', '', 'prt'), ('to', 'to', 'PART', '', 'aux'), ('receive', 'receive', 'VERB', '', 'advcl'), ('our', '-PRON-', 'DET', '', 'poss'), ('alerts', 'alert', 'NOUN', '', 'dobj'), ('which', 'which', 'DET', '', 'nsubj'), ('are', 'be', 'VERB', '', 'relcl'), ('free', 'free', 'ADJ', '', 'acomp'), ('to', 'to', 'ADP', '', 'prep'), ('you', '-PRON-', 'PRON', '', 'pobj'), ('now', 'now', 'ADV', '', 'advmod'), ('we', '-PRON-', 'PRON', '', 'nsubj'), ('can', 'can', 'VERB', '', 'aux'), ('get', 'get', 'VERB', '', 'ROOT'), ('you', '-PRON-', 'PRON', '', 'nsubj'), ('added', 'add', 'VERB', '', 'ccomp'), ('up', 'up', 'PART', '', 'prt'), ('with', 'with', 'ADP', '', 'prep'), ('everything', 'everything', 'NOUN', '', 'pobj'), ('okay', 'okay', 'INTJ', '', 'advmod'), ('Sir', 'Sir', 'PROPN', '', 'appos'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
17,1, Okay., Okay.,,,"[(' ', ' ', 'SPACE', '', ''), ('Okay', 'okay', 'INTJ', '', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
17,0, All righty what do you have any questions for me at this time.," All righty,what do you have any questions for me at this time.","what,you,any questions,me,this time",,"[(' ', ' ', 'SPACE', '', ''), ('All', 'all', 'DET', '', 'advmod'), ('righty', 'righty', 'VERB', '', 'ROOT'), ('what', 'what', 'PRON', '', 'dobj'), ('do', 'do', 'VERB', '', 'aux'), ('you', '-PRON-', 'PRON', '', 'nsubj'), ('have', 'have', 'VERB', '', 'ROOT'), ('any', 'any', 'DET', '', 'det'), ('questions', 'question', 'NOUN', '', 'dobj'), ('for', 'for', 'ADP', '', 'prep'), ('me', '-PRON-', 'PRON', '', 'pobj'), ('at', 'at', 'ADP', '', 'prep'), ('this', 'this', 'DET', '', 'det'), ('time', 'time', 'NOUN', '', 'pobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
17,1, No madam., No madam., No madam,,"[(' ', ' ', 'SPACE', '', ''), ('No', 'no', 'DET', '', 'det'), ('madam', 'madam', 'NOUN', '', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
17,0, Well thank you for calling direct express card do you have a wonderful day.," Well thank you for calling direct express card,do you have a wonderful day.","you,direct express card,you,a wonderful day",,"[(' ', ' ', 'SPACE', '', ''), ('Well', 'well', 'INTJ', '', 'intj'), ('thank', 'thank', 'VERB', '', 'ROOT'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('for', 'for', 'ADP', '', 'prep'), ('calling', 'call', 'VERB', '', 'pcomp'), ('direct', 'direct', 'ADJ', '', 'amod'), ('express', 'express', 'ADJ', '', 'amod'), ('card', 'card', 'NOUN', '', 'dobj'), ('do', 'do', 'VERB', '', 'aux'), ('you', '-PRON-', 'PRON', '', 'nsubj'), ('have', 'have', 'VERB', '', 'ROOT'), ('a', 'a', 'DET', '', 'det'), ('wonderful', 'wonderful', 'ADJ', '', 'amod'), ('day', 'day', 'NOUN', '', 'dobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,Have a wonderful day,Thank you for calling,Thank you for calling,,Mastered
18,0, What else can I help you with today., What else can I help you with today.," What,I,you,today",,"[(' ', ' ', 'SPACE', '', ''), ('What', 'what', 'PRON', '', 'pobj'), ('else', 'else', 'ADV', '', 'advmod'), ('can', 'can', 'VERB', '', 'aux'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('help', 'help', 'VERB', '', 'ROOT'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('with', 'with', 'ADP', '', 'prep'), ('today', 'today', 'NOUN', 'DATE', 'pobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,Can I help you,Mastered
18,0, No thank you., No thank you.,you,,"[(' ', ' ', 'SPACE', '', ''), ('No', 'no', 'INTJ', '', 'intj'), ('thank', 'thank', 'VERB', '', 'ROOT'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,Thank you,,Mastered
18,2, You can help I hope it will make it actually sent me the quote calling about my call., You can help I hope it will make it actually sent me the quote calling about my call.," You,I,it,it,me,the quote,my call","it: [it, it]","[(' ', ' ', 'SPACE', '', ''), ('You', '-PRON-', 'PRON', '', 'nsubj'), ('can', 'can', 'VERB', '', 'aux'), ('help', 'help', 'VERB', '', 'ROOT'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('hope', 'hope', 'VERB', '', 'ccomp'), ('it', '-PRON-', 'PRON', '', 'nsubj'), ('will', 'will', 'VERB', '', 'aux'), ('make', 'make', 'VERB', '', 'ccomp'), ('it', '-PRON-', 'PRON', '', 'nsubj'), ('actually', 'actually', 'ADV', '', 'advmod'), ('sent', 'send', 'VERB', '', 'ccomp'), ('me', '-PRON-', 'PRON', '', 'dative'), ('the', 'the', 'DET', '', 'det'), ('quote', 'quote', 'NOUN', '', 'dobj'), ('calling', 'call', 'VERB', '', 'acl'), ('about', 'about', 'ADP', '', 'prep'), ('my', '-PRON-', 'DET', '', 'poss'), ('call', 'call', 'NOUN', '', 'pobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,calling,,,Mastered
18,2, Okay., Okay.,,,"[(' ', ' ', 'SPACE', '', ''), ('Okay', 'okay', 'INTJ', '', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
18,0, Thank you for calling you have a nice day., Thank you for calling you have a nice day.,"you,you,a nice day",,"[(' ', ' ', 'SPACE', '', ''), ('Thank', 'thank', 'VERB', '', 'ROOT'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('for', 'for', 'ADP', '', 'prep'), ('calling', 'call', 'VERB', '', 'pcomp'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('have', 'have', 'VERB', '', 'conj'), ('a', 'a', 'DET', '', 'det'), ('nice', 'nice', 'ADJ', '', 'amod'), ('day', 'day', 'NOUN', '', 'dobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,Have a nice day,Thank you for calling,Thank you for calling,,Mastered
18,2, Yeah it probably., Yeah it probably.,it,,"[(' ', ' ', 'SPACE', '', ''), ('Yeah', 'yeah', 'INTJ', '', 'ROOT'), ('it', '-PRON-', 'PRON', '', 'dobj'), ('probably', 'probably', 'ADV', '', 'advmod'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
19,0, I'm not sure that is up to social security they do all the money process and all that.," I'm not sure that is up to social security,they do all the money process and all that."," I,social security,they,all the money process",,"[(' ', ' ', 'SPACE', '', ''), ('I', '-PRON-', 'PRON', '', 'nsubj'), (""'m"", 'be', 'VERB', '', 'ROOT'), ('not', 'not', 'ADV', '', 'neg'), ('sure', 'sure', 'ADJ', '', 'acomp'), ('that', 'that', 'DET', '', 'nsubj'), ('is', 'be', 'VERB', '', 'ccomp'), ('up', 'up', 'ADV', '', 'prep'), ('to', 'to', 'ADP', '', 'prep'), ('social', 'social', 'ADJ', '', 'amod'), ('security', 'security', 'NOUN', '', 'pobj'), ('they', '-PRON-', 'PRON', '', 'nsubj'), ('do', 'do', 'VERB', '', 'ROOT'), ('all', 'all', 'DET', '', 'predet'), ('the', 'the', 'DET', '', 'det'), ('money', 'money', 'NOUN', '', 'compound'), ('process', 'process', 'NOUN', '', 'dobj'), ('and', 'and', 'CCONJ', '', 'cc'), ('all', 'all', 'DET', '', 'predet'), ('that', 'that', 'DET', '', 'conj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
19,3, Okay so my balance I. #  zero., Okay so my balance I. #  zero., Okay so my balance,,"[(' ', ' ', 'SPACE', '', ''), ('Okay', 'okay', 'INTJ', '', 'intj'), ('so', 'so', 'ADV', '', 'cc'), ('my', '-PRON-', 'DET', '', 'poss'), ('balance', 'balance', 'NOUN', '', 'ROOT'), ('I.', 'i.', 'NOUN', '', 'compound'), ('#', '#', 'NOUN', '', 'nmod'), (' ', ' ', 'SPACE', '', ''), ('zero', 'zero', 'NUM', '', 'appos'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
19,0, Yes Sir., Yes Sir., Yes Sir,,"[(' ', ' ', 'SPACE', '', ''), ('Yes', 'yes', 'INTJ', '', 'intj'), ('Sir', 'Sir', 'PROPN', '', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
19,3, Okay I appreciate it., Okay I appreciate it.,"I,it",,"[(' ', ' ', 'SPACE', '', ''), ('Okay', 'okay', 'INTJ', '', 'intj'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('appreciate', 'appreciate', 'VERB', '', 'ROOT'), ('it', '-PRON-', 'PRON', '', 'dobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
19,0, No problem you have a blessed day., No problem you have a blessed day.,"you,a blessed day",,"[(' ', ' ', 'SPACE', '', ''), ('No', 'no', 'DET', '', 'det'), ('problem', 'problem', 'NOUN', '', 'dep'), ('you', '-PRON-', 'PRON', '', 'nsubj'), ('have', 'have', 'VERB', '', 'ROOT'), ('a', 'a', 'DET', '', 'det'), ('blessed', 'blessed', 'ADJ', '', 'amod'), ('day', 'day', 'NOUN', 'DATE', 'dobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,No problem,,Mastered
19,3, You too., You too., You,,"[(' ', ' ', 'SPACE', '', ''), ('You', '-PRON-', 'PRON', '', 'ROOT'), ('too', 'too', 'ADV', '', 'advmod'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
20,0, It will not come to this account he does not have to close this account but you know I just it was just something to offer to close.," It will not come to this account he does not have to close this account,but you know I just it was just something to offer to close."," It,this account,he,this account,you,I,it,something","this account: [this account, he, this account, it]","[(' ', ' ', 'SPACE', '', ''), ('It', '-PRON-', 'PRON', '', 'nsubj'), ('will', 'will', 'VERB', '', 'aux'), ('not', 'not', 'ADV', '', 'neg'), ('come', 'come', 'VERB', '', 'ccomp'), ('to', 'to', 'ADP', '', 'prep'), ('this', 'this', 'DET', '', 'det'), ('account', 'account', 'NOUN', '', 'pobj'), ('he', '-PRON-', 'PRON', '', 'nsubj'), ('does', 'do', 'VERB', '', 'aux'), ('not', 'not', 'ADV', '', 'neg'), ('have', 'have', 'VERB', '', 'ROOT'), ('to', 'to', 'PART', '', 'aux'), ('close', 'close', 'VERB', '', 'xcomp'), ('this', 'this', 'DET', '', 'det'), ('account', 'account', 'NOUN', '', 'dobj'), ('but', 'but', 'CCONJ', '', 'cc'), ('you', '-PRON-', 'PRON', '', 'nsubj'), ('know', 'know', 'VERB', '', 'parataxis'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('just', 'just', 'ADV', '', 'advmod'), ('it', '-PRON-', 'PRON', '', 'nsubj'), ('was', 'be', 'VERB', '', 'ROOT'), ('just', 'just', 'ADV', '', 'advmod'), ('something', 'something', 'NOUN', '', 'attr'), ('to', 'to', 'PART', '', 'aux'), ('offer', 'offer', 'VERB', '', 'relcl'), ('to', 'to', 'PART', '', 'aux'), ('close', 'close', 'VERB', '', 'xcomp'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Did Not Demonstrate
20,1, I appreciate it., I appreciate it.," I,it",,"[(' ', ' ', 'SPACE', '', ''), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('appreciate', 'appreciate', 'VERB', '', 'ROOT'), ('it', '-PRON-', 'PRON', '', 'dobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Did Not Demonstrate
20,0, You're welcome., You're welcome., You,,"[(' ', ' ', 'SPACE', '', ''), ('You', '-PRON-', 'PRON', '', 'nsubj'), (""'re"", 'be', 'VERB', '', 'ROOT'), ('welcome', 'welcome', 'ADJ', '', 'acomp'), ('.', '.', 'PUNCT', '', 'punct')]",,,,welcome,,,Did Not Demonstrate
20,1, You've been very helpful thank you very much., You've been very helpful thank you very much.," You,you",,"[(' ', ' ', 'SPACE', '', ''), ('You', '-PRON-', 'PRON', '', 'nsubj'), (""'ve"", 'have', 'VERB', '', 'aux'), ('been', 'be', 'VERB', '', 'ROOT'), ('very', 'very', 'ADV', '', 'advmod'), ('helpful', 'helpful', 'ADJ', '', 'acomp'), ('thank', 'thank', 'VERB', '', 'dep'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('very', 'very', 'ADV', '', 'advmod'), ('much', 'much', 'ADV', '', 'advmod'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,Thank you very much,,Did Not Demonstrate
20,0, You're welcome you guys have a great day., You're welcome you guys have a great day.," You,you guys,a great day",,"[(' ', ' ', 'SPACE', '', ''), ('You', '-PRON-', 'PRON', '', 'nsubj'), (""'re"", 'be', 'VERB', '', 'ROOT'), ('welcome', 'welcome', 'ADJ', '', 'acomp'), ('you', '-PRON-', 'PRON', '', 'nmod'), ('guys', 'guy', 'NOUN', '', 'nsubj'), ('have', 'have', 'VERB', '', 'ccomp'), ('a', 'a', 'DET', '', 'det'), ('great', 'great', 'ADJ', '', 'amod'), ('day', 'day', 'NOUN', '', 'dobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,Have a great day,welcome,,,Did Not Demonstrate
20,1, You too., You too., You,,"[(' ', ' ', 'SPACE', '', ''), ('You', '-PRON-', 'PRON', '', 'ROOT'), ('too', 'too', 'ADV', '', 'advmod'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Did Not Demonstrate
21,2, They're supposed to but as far as if they will or will not I would not have that information as a result of this security administration., They're supposed to but as far as if they will or will not I would not have that information as a result of this security administration.," They,they,I,that information,a result,this security administration","They: [They, they]","[(' ', ' ', 'SPACE', '', ''), ('They', '-PRON-', 'PRON', '', 'nsubjpass'), (""'re"", 'be', 'VERB', '', 'auxpass'), ('supposed', 'suppose', 'VERB', '', 'ROOT'), ('to', 'to', 'PART', '', 'xcomp'), ('but', 'but', 'CCONJ', '', 'cc'), ('as', 'as', 'ADV', '', 'advmod'), ('far', 'far', 'ADV', '', 'advmod'), ('as', 'as', 'ADP', '', 'mark'), ('if', 'if', 'ADP', '', 'mark'), ('they', '-PRON-', 'PRON', '', 'nsubj'), ('will', 'will', 'VERB', '', 'advcl'), ('or', 'or', 'CCONJ', '', 'cc'), ('will', 'will', 'VERB', '', 'aux'), ('not', 'not', 'ADV', '', 'neg'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('would', 'would', 'VERB', '', 'aux'), ('not', 'not', 'ADV', '', 'neg'), ('have', 'have', 'VERB', '', 'conj'), ('that', 'that', 'DET', '', 'det'), ('information', 'information', 'NOUN', '', 'dobj'), ('as', 'as', 'ADP', '', 'prep'), ('a', 'a', 'DET', '', 'det'), ('result', 'result', 'NOUN', '', 'pobj'), ('of', 'of', 'ADP', '', 'prep'), ('this', 'this', 'DET', '', 'det'), ('security', 'security', 'NOUN', '', 'compound'), ('administration', 'administration', 'NOUN', '', 'pobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
21,1, Oh okay but I do not see it I had to call the you will call the closest realty yes.," Oh okay,but I do not see it,I had to call the you will call the closest realty yes.","I,it,I,you,the closest realty",,"[(' ', ' ', 'SPACE', '', ''), ('Oh', 'oh', 'INTJ', '', 'intj'), ('okay', 'okay', 'INTJ', '', 'ROOT'), ('but', 'but', 'CCONJ', '', 'cc'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('do', 'do', 'VERB', '', 'aux'), ('not', 'not', 'ADV', '', 'neg'), ('see', 'see', 'VERB', '', 'ROOT'), ('it', '-PRON-', 'PRON', '', 'dobj'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('had', 'have', 'VERB', '', 'ROOT'), ('to', 'to', 'PART', '', 'aux'), ('call', 'call', 'VERB', '', 'xcomp'), ('the', 'the', 'DET', '', 'dobj'), ('you', '-PRON-', 'PRON', '', 'nsubj'), ('will', 'will', 'VERB', '', 'aux'), ('call', 'call', 'VERB', '', 'ccomp'), ('the', 'the', 'DET', '', 'det'), ('closest', 'close', 'ADJ', '', 'amod'), ('realty', 'realty', 'NOUN', '', 'dobj'), ('yes', 'yes', 'INTJ', '', 'intj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
21,2, You apostles security yes., You apostles security yes.," You,security",,"[(' ', ' ', 'SPACE', '', ''), ('You', '-PRON-', 'PRON', '', 'nsubj'), ('apostles', 'apostle', 'VERB', '', 'ROOT'), ('security', 'security', 'NOUN', '', 'dobj'), ('yes', 'yes', 'INTJ', '', 'intj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
21,1, Yes okay I appreciate that thank you so much for your help.," Yes okay,I appreciate that thank you so much for your help.","I,you,your help",,"[(' ', ' ', 'SPACE', '', ''), ('Yes', 'yes', 'INTJ', '', 'intj'), ('okay', 'okay', 'INTJ', '', 'ROOT'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('appreciate', 'appreciate', 'VERB', '', 'ROOT'), ('that', 'that', 'ADP', '', 'nsubj'), ('thank', 'thank', 'VERB', '', 'ccomp'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('so', 'so', 'ADV', '', 'advmod'), ('much', 'much', 'ADV', '', 'advmod'), ('for', 'for', 'ADP', '', 'prep'), ('your', '-PRON-', 'DET', '', 'poss'), ('help', 'help', 'NOUN', '', 'pobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,Thank you so much,,Mastered
21,2, No problem and thank you for calling have a great day okay.," No problem and thank you for calling have a great day,okay."," No problem,you,a great day",,"[(' ', ' ', 'SPACE', '', ''), ('No', 'no', 'DET', '', 'det'), ('problem', 'problem', 'NOUN', '', 'nsubj'), ('and', 'and', 'CCONJ', '', 'cc'), ('thank', 'thank', 'VERB', '', 'conj'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('for', 'for', 'ADP', '', 'prep'), ('calling', 'call', 'VERB', '', 'pcomp'), ('have', 'have', 'VERB', '', 'ROOT'), ('a', 'a', 'DET', '', 'det'), ('great', 'great', 'ADJ', '', 'amod'), ('day', 'day', 'NOUN', '', 'dobj'), ('okay', 'okay', 'INTJ', '', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",,,Have a great day,Thank you for calling,"No problem,Thank you for calling",,Mastered
21,1, Bye bye., Bye bye.,,,"[(' ', ' ', 'SPACE', '', ''), ('Bye', 'bye', 'VERB', '', 'ROOT'), ('bye', 'bye', 'INTJ', '', 'advmod'), ('.', '.', 'PUNCT', '', 'punct')]",,,Bye Bye,,,,Mastered
22,0, Okay give me a minute or #  while I set these up real quick., Okay give me a minute or #  while I set these up real quick.,"me,a minute,I",,"[(' ', ' ', 'SPACE', '', ''), ('Okay', 'okay', 'INTJ', '', 'intj'), ('give', 'give', 'VERB', '', 'ROOT'), ('me', '-PRON-', 'PRON', '', 'dative'), ('a', 'a', 'DET', '', 'det'), ('minute', 'minute', 'NOUN', '', 'dobj'), ('or', 'or', 'CCONJ', '', 'cc'), ('#', '#', 'SYM', 'PERSON', 'conj'), (' ', ' ', 'SPACE', 'PERSON', ''), ('while', 'while', 'ADP', '', 'mark'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('set', 'set', 'VERB', '', 'advcl'), ('these', 'these', 'DET', '', 'det'), ('up', 'up', 'PART', '', 'dobj'), ('real', 'real', 'ADJ', '', 'advmod'), ('quick', 'quick', 'ADV', '', 'advmod'), ('.', '.', 'PUNCT', '', 'punct')]",#  ,,,,,,Mastered
22,1, Well., Well.,,,"[(' ', ' ', 'SPACE', '', ''), ('Well', 'well', 'INTJ', '', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
22,0, Okay miss macleod I went and got those all those notification set up for you was there anything else I can help you with., Okay miss macleod I went and got those all those notification set up for you was there anything else I can help you with.," Okay miss macleod,I,those all those notification,you,anything,I,you",,"[(' ', ' ', 'SPACE', '', ''), ('Okay', 'okay', 'INTJ', '', 'det'), ('miss', 'miss', 'NOUN', '', 'amod'), ('macleod', 'macleod', 'NOUN', '', 'ROOT'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('went', 'go', 'VERB', '', 'relcl'), ('and', 'and', 'CCONJ', '', 'cc'), ('got', 'get', 'VERB', '', 'conj'), ('those', 'those', 'DET', '', 'det'), ('all', 'all', 'DET', '', 'predet'), ('those', 'those', 'DET', '', 'det'), ('notification', 'notification', 'NOUN', '', 'nsubj'), ('set', 'set', 'VERB', '', 'acl'), ('up', 'up', 'PART', '', 'prt'), ('for', 'for', 'ADP', '', 'prep'), ('you', '-PRON-', 'PRON', '', 'pobj'), ('was', 'be', 'VERB', '', 'ccomp'), ('there', 'there', 'ADV', '', 'advmod'), ('anything', 'anything', 'NOUN', '', 'attr'), ('else', 'else', 'ADV', '', 'advmod'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('can', 'can', 'VERB', '', 'aux'), ('help', 'help', 'VERB', '', 'relcl'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('with', 'with', 'ADP', '', 'prep'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,I can help you,Mastered
